德文,中文 (繁體),entschlossenheit,決心
德文,中文 (繁體),schlachtschiff,戰艦
德文,英文,wagen,dare
德文,英文,schippen,shovel
德文,英文,Vorführung,Demonstration
德文,英文,Einsam zweisam,Lonely together
英文,西班牙文,Yes. You can when you accept that your LED display cannot be rotated vertically.,Si. Puede hacerlo cuando acepta que su pantalla LED no se puede girar verticalmente.
德文,英文,unentgeltlich,free of charge
德文,英文,Aufnäher,Patches
德文,中文 (繁體),Leinöl,亞麻籽油
德文,英文,konzern,group
德文,英文,leugnet,denies
德文,英文,außenstehende,outsiders
德文,英文,ausbaden,to bathe
德文,英文,absehbar,foreseeable
德文,英文,abermals,again
德文,英文,verlängert,extended
英文,德文,prolong,verlängern
德文,英文,verlangen,desire
英文,德文,The return slip is in the attachment.,Der Rückgabeschein befindet sich im Aufsatz.
德文,英文,Krisenbewältigungspaket,Crisis management package
德文,英文,Konjunktur,Economy
德文,中文 (繁體),kolossaler,龐大
德文,英文,Laufbahnen,Careers
德文,英文,Absicherung,validation
德文,英文,Hindernisse,Obstacles
德文,英文,Hinsicht,Terms
英文,德文,impolite,unhöflich
英文,德文,I am processing it.,Ich verarbeite es.
英文,德文,She hanged up immediately my phone.  Her attitude was very bad.,Sie legte sofort mein Telefon auf. Ihre Haltung war sehr schlecht.
英文,德文,She hanged up my phone.  Her attitude was very bad.,Sie hat mein Telefon aufgelegt. Ihre Haltung war sehr schlecht.
德文,英文,"vornehmen
vorkommen",makeoccur
德文,英文,"vornehmen
vorkommen","make
occurrence"
德文,英文,"Ich warte noch auf die Antwort von Emerlla GmbH.  So bald ich es erhalten, senden ich Ihn
Übrigens, ich sehe die letzte Vollmacht Brief enthält schon unsere Firma Name und Adresse, die sie gleich als mein Business Kontakt in Seller Central sind.  Können Sie sie mal überprüfen?","I'm still waiting for the response from Emerlla GmbH. As soon as I receive it, I will send it
By the way, I see the last power of attorney letter already contains our company name and address, which are the same as my business contact in Seller Central. Can you check them out?"
英文,德文,"I'm still waiting for the response from Emerlla GmbH. As soon as I receive it, I will send it to you.
By the way, I see the last power of attorney letter already contains our company name and address, which are the same as o business contact in Seller Central. Can you check them out?","Ich warte immer noch auf die Antwort der Emerlla GmbH. Sobald ich es erhalte, werde ich es Ihnen senden.
Übrigens sehe ich, dass das letzte Vollmachtsschreiben bereits unseren Firmennamen und unsere Adresse enthält, die mit denen eines Geschäftskontakts in Seller Central identisch sind. Kannst du sie dir ansehen?"
德文,英文,"In den Suchergebnissen gibt es keinen Link ""Freischaltung erforderlich"" neben dem Produkt, sondern ""nicht verfügbar"".","In the search results there is no link ""Activation required"" next to the product, but ""not available""."
英文,德文,"In the search results there is no link ""Activation required"" next to the product, but ""not available"".","In den Suchergebnissen gibt es keinen Link ""Aktivierung erforderlich"" neben dem Produkt, aber ""nicht verfügbar""."
德文,英文,Ich kann nicht den Freischaltung antragen.,I can not apply for the activation.
英文,德文,I can not apply for the activation.,Ich kann die Aktivierung nicht beantragen.
德文,英文,kann man damit mehrere pc's im netzwerk in Ruhezustand fahren lassen bei stromausfall?,can you use it to run several pc's in the network in idle status in the event of a power failure?
德文,英文,Es wurde versendet über Amazon. Haben wir keine AU erstellt.,It was shipped via Amazon. We have not created an AU.
英文,德文,It was shipped via Amazon. We have not created an AU.,Es wurde über Amazon verschickt. Wir haben keine AU erstellt.
德文,英文,"Wir freuen uns, Ihnen mitteilen zu können, dass Ihr Antrag genehmigt wurde und Sie die Freigabe zum Verkauf in dieser Kategorie erhalten haben.",We are happy to inform you that your application has been approved and that you have received approval for sale in this category.
德文,英文,Zuhause,At home
英文,德文,"I'm still waiting for the response from Emerlla GmbH. As soon as I receive it, I will send it to you.
By the way, I see the last power of attorney letter already contains our company name and address, which are the same as our business contact in Seller Central. Can you check them out?","Ich warte immer noch auf die Antwort der Emerlla GmbH. Sobald ich es erhalte, werde ich es Ihnen senden.
Ich sehe übrigens, dass das letzte Vollmachtsschreiben bereits unseren Firmennamen und unsere Adresse enthält, die mit unserem Geschäftskontakt in Seller Central übereinstimmen. Kannst du sie dir ansehen?"
德文,英文,Vorüber,Over
德文,英文,Wetterlage,weather condition
德文,英文,anlass,occasion
德文,英文,"Begriffe
wenn sie nach einem festen Muster gebildet wird

Unregelmäßige Formen muss man lernen, weil es keine allgemeine Regel gibt, mit deren Hilfe man die korrekte Form aus einer Grundform bilden kann.","Terms
if it is formed according to a fixed pattern

You have to learn irregular shapes because there is no general rule that can be used to form the correct shape from a basic shape."
德文,英文,Kontakte knüpfen,establish contacts
德文,英文,"Dich erwartet in dieser Lektion noch: Grammatik, Wortschatz, Landeskunde.","You can expect in this lesson yet: grammar, vocabulary, geography."
德文,英文,"Übe zunächst, wie man die Frage bejaht und verneint.",First practice how to answer the question in the affirmative and in the negative.
德文,英文,in gewisser Weise,in a way
德文,英文,Unmengen,Tons
英文,德文,thirsty,durstig
德文,中文 (繁體),Unaufschiebbare Operationen,無法推遲的手術
德文,英文,"Was geschieht, wenn Sie dem Verpackungsgesetz nicht nachkommen?",What happens if you do not comply with the packaging law?
英文,中文 (繁體),Safety lancets,安全刺血針
德文,英文,Rueckstandsfuehrung,Backlog management
德文,英文,Ausarbeitung,Elaboration
德文,中文 (繁體),versagt,失敗了
德文,中文 (繁體),Erbrecht,繼承法
德文,英文,sittliche Gesinnung,moral disposition
德文,中文 (繁體),sittliche Gesinnung,道德信念
德文,中文 (繁體),sittliche Gesinnung,道德傾向
德文,英文,erlangt,acquired
德文,英文,wahrhaftig,truly
德文,中文 (繁體),Überzeugung,信念
德文,英文,Verleihung,Award
德文,英文,Anlässlich,On the occasion
德文,英文,prägnant,concise
德文,英文,schlüssig,conclusive
德文,中文 (繁體),untermauert,支撐
德文,英文,Thesen,theses
德文,中文 (繁體),Rhetorische,修辭的
德文,英文,Anrede,Salutation
德文,英文,Bemerkungen zugemutet,Remarks expected
德文,英文,lebendig,alive
德文,中文 (繁體),einig,聯合的
德文,中文 (繁體),scheuen,避開
德文,英文,womöglich,possibly
德文,英文,verständlich,understandable
德文,英文,rasch,quickly
德文,英文,vermelden,report
德文,英文,zunächst einmal,first of all
德文,英文,geraten,get
德文,英文,wenn Tatsachen ins Hintertreffen geraten,when facts fall behind
德文,中文 (繁體),gnadenlosen,無情的
德文,中文 (繁體),hochgeschrieben,寫下來
德文,英文,allzu,too much
德文,英文,kumpelhaft,buddy
英文,中文 (繁體),protagonist,主角
德文,英文,Akteuren,Actors
德文,英文,Urteilsfähigkeit,Judgment
德文,英文,Verlässlichkeit,reliability
德文,英文,weitaus,far
德文,英文,sachgerecht,appropriate
德文,英文,walten,prevail
德文,英文,Partizipation,participation
德文,英文,"fordern
fördern","demand
promote"
德文,中文 (繁體),die Despotie,獨裁
德文,英文,Reiz,Charm
德文,英文,herrschaftsfrei,domination free
德文,中文 (繁體),Wahrhaftigkeit,真實性
英文,中文 (繁體),Ethos,社會思潮
德文,中文 (繁體),erlangt,獲得的
德文,中文 (繁體),glaubwürdigkeit,信譽度
德文,英文,"zunächst
zuerst","first
first"
英文,德文,"When it is not in the supported list, please do not buy it.","Wenn es nicht in der unterstützten Liste enthalten ist, kaufen Sie es bitte nicht."
西班牙文,英文,"Perfecto, tenemos cajas de cartón donde podemos enviarlo de manera segura.

En cuanto lo enviemos les enviare el resguardo del envio.","Perfect, we have cardboard boxes where we can send it safely.

As soon as we send it, I will send you the receipt."
德文,英文,"Wir heben nicht nur Ihre gute Laune sondern auch Ihren besten Freund. 

Es ist egal aus welchem Grund dein bestes Stück nicht tatsächlich hart bleibt.",We not only raise your good mood but also your best friend.It doesn't matter for what reason your best piece doesn't actually stay hard.
德文,英文,das Leitbild,the mission statement
德文,英文,Bei 12V spürt man einen mächtigen Durchsatz!,At 12V you can feel a powerful throughput!
德文,英文,Nahtlos,Seamless
英文,德文,Is your store open today?,Ist Ihr Geschäft heute geöffnet?
德文,英文,"Soweit ich lesen konnte, teilen diese Empfindung doch ein paar Leute.","As far as I could read, a few people share this feeling."
德文,英文,beschwört,conjures up
英文,中文 (繁體),shunting,使轉軌
英文,中文 (繁體),oust,逐出
英文,中文 (繁體),oust,被趕
英文,中文 (繁體),ousted,被趕下台
英文,德文,This room has been in darkness for 4 weeks.,Dieser Raum ist seit 4 Wochen im Dunkeln.
德文,中文 (繁體),Referat,簡報
德文,中文 (繁體),Podiumsdiskussion,小組討論
英文,德文,No. We recently paid two deliveries to Japan with the same PayPal account to other companies.,Nein. Wir haben kürzlich zwei Lieferungen nach Japan mit demselben PayPal-Konto an andere Unternehmen bezahlt.
英文,德文,recently,vor kurzem
英文,德文,We don't do anything if the payment doesn't come.,"Wir tun nichts, wenn die Zahlung nicht kommt."
英文,德文,Please let me know when your colleague will come.,"Bitte lassen Sie mich wissen, wenn Ihr Kollege kommen wird."
英文,中文 (繁體),"confinement
containment
contagion","禁閉
遏制
傳染"
德文,英文,glaubwürdigkeit,credibility
德文,英文,würdigkeit,worthiness
德文,英文,untersagt,prohibited
德文,英文,Pleite,broke
德文,英文,verständigt,notified
德文,中文 (繁體),offensive,進攻性
德文,英文,offenbar,apparently
德文,英文,offen,open
英文,中文 (繁體),Solidarity,團結互助
德文,英文,im Einklang mit der natur,In harmony with nature
德文,英文,Bereits am Mittwoch waren weitere zwölf nach Luxemburg gebracht worden.,Another twelve had already been brought to Luxembourg on Wednesday.
德文,英文,am heutigen Tag,today
德文,英文,"Eine der wenigen Maschinen, die am griechisch-orthodoxen Karsamstag starten darf, machte sich auf den Weg nach Hannover",One of the few machines that can start on Holy Orthodox Greek Saturday set off for Hanover
德文,英文,gespenstisch,ghostly
德文,英文,"Eigentlich wimmelt es am Athener Flughafen von Touristen und Geschäftsleuten. Im Jahr 2019 hat der Airport fast 26 Millionen Passagiere abgefertigt, in diesem Jahr sollte dieser Rekord noch einmal übertroffen werden.","Actually, the Athens airport is full of tourists and business people.  The airport handled almost 26 million passengers in 2019, and this record should be exceeded again this year."
德文,英文,gewesen.,been.
德文,英文,gewissen,conscience
德文,英文,sei leise,be quiet
德文,英文,sei man auch personell nicht vorbereitet gewesen.,one was also not prepared in terms of personnel.
德文,英文,Vermutungen,assumptions
英文,德文,This is a product that has been on the sale already.,"Dies ist ein Produkt, das bereits auf dem Verkauf gewesen ist."
德文,英文,zumutbar,reasonable
英文,中文 (繁體),scrutinized,仔細檢查
英文,中文 (繁體),Repeal,廢除
英文,中文 (繁體),intubation,插管
德文,英文,Prominent,Prominent
英文,中文 (繁體),pastor,牧師
英文,中文 (繁體),parish,教區
英文,中文 (繁體),parishioner,教區居民
德文,中文 (繁體),Einigung,協議書
英文,中文 (繁體),mitigation,減輕
英文,德文,"Unfortunately, I have not yet received an income tax assessment in 2018. If I get it, I will send it to you immediately.","Leider habe ich 2018 noch keinen Einkommensteuerbescheid erhalten. Wenn ich ihn bekomme, werde ich ihn Ihnen umgehend zusenden."
英文,德文,"If you need more information, please do not hesitate to contact me.","Wenn Sie weitere Informationen benötigen, zögern Sie bitte nicht, mich zu kontaktieren."
英文,中文 (繁體),contagion,傳染
德文,英文,Einingung,Agreement
英文,中文 (繁體),Metabolism,代謝
英文,德文,"Amazon removes your email address.

You can download the invoice to your Amazon account two days after delivery.","Amazon entfernt Ihre E-Mail-Adresse.

Sie können die Rechnung zwei Tage nach Lieferung auf Ihr Amazon-Konto herunterladen."
英文,德文,"I am glad that you remember me. 😊

We now have new marketing contact for Germany but I am always there for you. I will forward you to him.","Ich bin froh, dass du dich an mich erinnerst. 😊Wir haben jetzt einen neuen Marketingkontakt für Deutschland, aber ich bin immer für dir da. Ich werde dich an ihn weiterleiten."
英文,德文,"I am glad that you remember me. 😊

We now have new marketing contact for Germany but I am always there for you. I will forward you to him.","Ich bin froh, dass du dich an mich erinnerst. 😊

Wir haben jetzt einen neuen Marketingkontakt für Deutschland, aber ich bin immer für Sie da. Ich werde dich an ihn weiterleiten."
英文,德文,remember me,Erinnere dich an mich
英文,德文,remember,merken
德文,英文,Nachholstunde,Catch-up hour
英文,中文 (繁體),plateau,高原
德文,英文,mehrmals,multiple times
德文,英文,Einen Teilabgleich für einen Umsatz können Sie in jeglicher Form vornehmen.,A partial settlement for sales income can be made in any form.
德文,英文,Stundung der Einkommensteuer- und Umsatzsteuer,Deferral of income tax and sales tax
德文,中文 (繁體),Erlass,豁免
德文,英文,nachhaltiger,more sustainable
英文,中文 (繁體),confinement,禁閉
英文,中文 (繁體),retaliation,報復
英文,中文 (繁體),scold,罵
德文,英文,Tatort,crime scene
德文,英文,gesche,be done
英文,中文 (繁體),Exponential,指數的
英文,德文,hoarding,Horten
英文,中文 (繁體),staffer,職員
英文,中文 (繁體),defy,違抗
英文,中文 (繁體),Rogue,流氓
德文,中文 (簡體),gewissen,一定的
德文,英文,zeitnah,promptly
德文,英文,Wucher,usury
德文,中文 (簡體),Ist Ihnen bewusst dass Wucher strafbar ist?,您是否知道高利贷会受到惩罚？
德文,英文,verurteilt,sentenced
英文,中文 (繁體),depleted,耗盡的
德文,英文,Jawohl.,Yes sir.
英文,中文 (繁體),"vortex 
apex","渦流
頂尖"
英文,中文 (繁體),tout,吹捧
德文,中文 (繁體),Liquiditätsengpass,流動性瓶頸
德文,中文 (繁體),Verjährung,時效規定
英文,德文,curfew,Sperrstunde
英文,德文,Exponential,Exponentiell
英文,中文 (繁體),grieving,悲傷的
英文,中文 (繁體),complacent,自滿
英文,中文 (繁體),byline,副詞
英文,中文 (繁體),deficit,赤字
英文,中文 (繁體),ailment,病痛
英文,德文,we have not received it yet. if it has arrived at our place we will inform you.,"wir haben es noch nicht erhalten.  Wenn es bei uns angekommen ist, werden wir Sie informieren."
英文,德文,stock market,Aktienmarkt
德文,英文,dorf,Village
德文,英文,geschhe,be done
英文,中文 (繁體),eviction,驅逐
德文,英文,"Nur ein einziger Versuch kann zumutbar sein,
wenn Sie dringend auf den erworbenen Gegenstand angewiesen sind, oder
wenn der Verkäufer sich beim ersten Nachbesserungsversuch als unzuverlässig erwiesen hat.","Only a single attempt can be reasonable
if you are urgently dependent on the purchased item, or
if the seller has proven to be unreliable on the first attempt at repair."
德文,英文,übermäßig,excessive
德文,英文,"Außerdem darf der Händler nicht auf Reparatur bestehen, wenn sich der Fehler gar nicht langfristig beheben lässt. Wenn eine Ersatzlieferung nach allen Umständen übermäßig teuer wäre, müssen Sie sich aber mit der Reparatur zufrieden geben.","In addition, the dealer must not insist on repairs if the fault cannot be eliminated in the long term. If a replacement delivery would be excessively expensive in all circumstances, you must be satisfied with the repair."
德文,英文,"Es spielt auch eine Rolle, wie gravierend der Fehler ist und inwieweit der Computer dadurch nicht mehr benutzt werden kann.",It also matters how serious the error is and to what extent the computer can no longer be used.
德文,英文,mäßig,moderate
德文,英文,unverhältnismäßig,disproportionate
德文,英文,unzumutbar,unreasonable
德文,英文,"Der Verkäufer darf auch ohne Ihr Einverständnis keine Fakten schaffen: Verlangen Sie eine Nachbesserung, darf der Händler nicht einfach ein Ersatzgerät liefern.","The seller may not create any facts without your consent: if you request repair, the dealer may not simply supply a replacement device."
英文,中文 (繁體),Trump touts great success,特朗普吹捧巨大成功
德文,英文,Kann mich der Verkäufer von Anfang an an den Hersteller des Gerätes verweisen?,Can the seller refer me to the manufacturer of the device from the start?
德文,英文,Vollzeitäquivalente,Full-time equivalents
德文,英文,Appell,appeal
德文,中文 (繁體),Appell,上訴
德文,中文 (繁體),Gewalt,暴力行為
德文,英文,verbieten.,ban.
德文,英文,"Disney+ bietet derzeit eine kostenlose Probephase von 7 Tagen an. Das Frühbucherangebot, das im Vorfeld des Disney+ Starts am 24. März angeboten wird,  umfasst keine kostenlose Probephase.","Disney + currently offers a free trial period of 7 days. The early bird offer, which will be offered in advance of the Disney + launch on March 24th, does not include a free trial period."
德文,英文,entschlossen,determined
德文,英文,verzweifelt,desperate
德文,英文,bevorzugen,prefer
德文,英文,Folgen,consequences
德文,中文 (繁體),Sünden Erlassen,減輕罪惡
德文,英文,Sünde,sin
英文,中文 (繁體),caused by spraining a ligament.,韌帶扭傷引起的。
英文,中文 (繁體),at length,最後
英文,中文 (繁體),misogynist,厭女症
英文,中文 (繁體),rant,rant
英文,中文 (繁體),viciously,惡毒地
德文,英文,Wir danken Ihnen für Ihre Mitgliedschaft und freuen uns auf weiterhin gute Zusammenarbeit. Wir möchten uns auch für Ihr Verständnis bedanken.,Thank you for your membership and we look forward to continuing our good cooperation. We would also like to thank you for your understanding.
德文,英文,"Durch dieses Verkaufslimit wird Ihre Vertrauenswürdigkeit in keinster Weise in Frage gestellt. 
Wenden Sie sich zur Klärung des Sachverhalts bitte an die eBay-Sicherheit.","This sales limit does not compromise your trustworthiness in any way.
Please contact eBay Security to clarify the matter."
德文,中文 (繁體),katalytische,催化的
德文,中文 (繁體),schleimhautverträglich,與粘膜相容
德文,英文,unbedenklich,harmless
德文,英文,Bundesanstalt,Federal institute
英文,中文 (繁體),confront,面對
德文,英文,trocknet ohne Rückstände zu hinterlassen,dries without leaving any residue
德文,英文,verhängt,imposed
德文,中文 (繁體),lobt Disziplin,稱讚紀律
英文,德文,I take 07.02.2020 as the date of invoice for RE0045. Or do I have to take today's date?,Ich nehme den 07.02.2020 als Rechnungsdatum für RE0045. Oder muss ich das heutige Datum nehmen?
英文,德文,What do you think of the three files?,Was halten Sie von den drei Dateien?
德文,英文,Vorgehensweise,procedure
德文,英文,Redewendungen,Sayings
德文,英文,Kaufvertrag zurücktreten,Withdraw from the purchase contract
英文,中文 (繁體),conducive,有利的
英文,中文 (繁體),Pathogens,病原體
英文,中文 (繁體),nucleic acid extraction,核酸提取
英文,中文 (繁體),covenant,盟約
英文,德文,covenant,Bund
德文,英文,versetzung,transfer
德文,中文 (繁體),pädagogik,教育學
德文,英文,ratsam,advisable
英文,德文,cured,geheilt
德文,英文,Privatsphäre,privacy
德文,中文 (繁體),abnötigen sich,發揮自己
德文,英文,abrechnen,settle up
英文,西班牙文,"In addition, please confirm your delivery address below:","Además, por favor confirme su dirección de entrega a continuación:"
英文,中文 (繁體),humiliate,羞辱
德文,英文,untergebracht,located
德文,英文,"Die Akku Nutzungsdauer nimmt ab, wenn der Akku übermäßig häufig geladen wird.",The battery life will decrease if the battery is often charged excessively.
中文 (簡體),德文,請盡快回覆我,Bitte antworten Sie mir so schnell wie möglich
英文,德文,"However, I forgot to remind you on 02.01.2020.  I am sorry.","Ich habe jedoch vergessen, ihr am 02.01.2020 daran zu erinnern. Tut mir leid."
英文,德文,"In April 2016, we moved in to this new house.",Im April 2016 sind wir in dieses neue Haus eingezogen.
德文,英文,gänger,predecessor
英文,中文 (繁體),curb,抑制
德文,英文,Personengesellschaft,partnership
德文,英文,vorübergehend,temporarily
德文,英文,Herausgabe,issue
英文,德文,"Thank you very much. It is very nice of you. I am sending back the current  laptop today.
By the way, I just bought another laptop on your website. Your good support encourages me.",Vielen Dank. Es ist sehr nett von Ihnen. Ich sende heute den aktuellen Laptop zurück.Übrigens habe ich gerade einen weiteren Laptop auf Ihrer Website gekauft. Ihre gute Unterstützung ermutigt mich.
德文,中文 (繁體),inbetriebnahme,試運行
德文,中文 (繁體),grob,大致
德文,英文,quittieren,quit
德文,英文,verjährt,limitation period
德文,英文,verjährt,barred
德文,英文,eingezogenen,recovered
德文,英文,entstehen,arise
德文,英文,Tesch mediafinanz mahnt beim Schuldner die vom Auftraggeber bei Auftragserteilung bezifferte Forderung sowie den Verzugsschaden des Auftraggebers (Inkassokosten) an (im Folgenden „Gesamtforderung“).,"Tesch mediafinanz warns the debtor with the amount claimed by the client when placing the order and the damage caused by delay of the client (collection charges) (hereinafter ""total claim"")."
德文,英文,Verzugsschaden,damage caused by delay
德文,中文 (繁體),Barauslagen,自付費用
德文,英文,Schweigepflicht,Confidentiality
德文,英文,Schweigepflicht,secrecy
德文,英文,FIRMENAUSKÜNFTE EMPFOHLEN,CORPORATE INFORMATION RECOMMENDED
德文,英文,einziehen,move in
德文,英文,schneckentempo,crawl
英文,中文 (繁體),aftermath,後果
德文,英文,erlassen,enact
德文,中文 (繁體),dorf,村
德文,中文 (繁體),dorfe,村
德文,中文 (繁體),massengrab,萬人坑
德文,英文,Fledermaus,bat
德文,英文,anstecken,infect
英文,德文,The product appears immediately available on your website.,Das Produkt erscheint sofort verfügbar auf Ihrer Website.
德文,英文,"Joe ist seit ihrer Jugend auf gefährliche sexuelle Abenteuer aus. Sie landet eines Tages verprügelt vor der Tür des asexuellen Gelehrten Seligman, der sie versorgt. In acht Kapiteln erzählt sie ihm die leidvolle Geschichte ihres von Sexsucht zerstörten Lebens.","Joe has been on dangerous sexual adventures since she was young. One day, she is beaten up at the door of the asexual scholar Seligman, who takes care of her. In eight chapters she tells him the painful story of her life destroyed by sex addiction."
德文,英文,Per Smartphone können zusätzliche Waschprogramme per NFC auf die Waschmaschine geladen werden.,Additional washing programs can be loaded onto the washing machine via NFC using a smartphone.
英文,德文,Additional washing programs can be loaded onto the washing machine via NFC using a smartphone.,Zusätzliche Waschprogramme können per NFC über ein Smartphone in die Waschmaschine geladen werden.
英文,德文,Please find the return slip attached.,Den Retourenschein finden Sie im Anhang.
德文,英文,lenken,to steer
英文,德文,steering wheel,Lenkrad
德文,英文,stoßdämpfer,shock absorber
德文,英文,nachträglich,later
英文,德文,And when should I pick you both up?,Und wann soll ich euch beide abholen?
德文,英文,Verdauungsbeschwerden,indigestion
德文,英文,verdauungs,digestive
英文,德文,Such a service is beyond my expectation.,Ein solcher Service ist jenseits meiner Erwartungen.
英文,中文 (繁體),toddler,幼兒
英文,中文 (繁體),caught in providence,陷入天意
英文,中文 (繁體),confetti,五彩紙屑
英文,中文 (繁體),hispanic,西班牙裔美國人
英文,中文 (繁體),obnoxious,令人討厭的
英文,中文 (繁體),callous,冷酷
英文,中文 (繁體),dismissive of,不屑一顧
英文,中文 (繁體),illiterate people,文盲
英文,中文 (繁體),disruptive,破壞性的
德文,中文 (繁體),alginat,海藻酸鈉
英文,中文 (繁體),blooper,吹牛
英文,中文 (繁體),dissect,解剖
英文,中文 (繁體),hilarious,搞笑
中文 (簡體),德文,缺氧膠,Hypoxie-Kleber
英文,中文 (繁體),viral,病毒式的
英文,中文 (繁體),go viral,傳播病毒
英文,中文 (繁體),rant,胡言亂語
英文,中文 (繁體),prejudiced,先入為主
英文,中文 (繁體),ignorant,無知
英文,中文 (繁體),prejudiced,偏見的
英文,西班牙文,Till the end of 2020.,Hasta finales de 2020.
德文,英文,üblichen,usual
德文,英文,misstrauen,mistrust
德文,英文,"Seien Sie misstrauisch,",Be suspicious
英文,德文,Is this the nearest post office?,Ist das das nächste Postamt?
英文,德文,air force base,Luftwaffenstützpunkt
德文,英文,selbstverständlich können wir Ihren Unmut nachvollziehen.,of course we can understand your displeasure.
英文,德文,"the freight forwarder will call you and arrange a delivery date.

If you still need help, do not hesitate to contact us.","Der Spediteur ruft Sie an und vereinbart einen Liefertermin.

Wenn Sie dennoch Hilfe benötigen, zögern Sie nicht, uns zu kontaktieren."
德文,中文 (繁體),Kontokorrentkredit,透支
英文,中文 (繁體),recourse,追索權
英文,德文,I wish you merry christmas and happy new year.,Ich wünsche Ihnen frohe Weihnachten und ein gutes neues Jahr.
英文,德文,"Thank you for your inquiry, but unfortunately we do not have any such offers yet.","Vielen Dank für Ihre Anfrage, aber leider haben wir noch keine derartigen Angebote."
英文,德文,Attachment please find the CB certificate.,Im Anhang finden Sie bitte das CB-Zertifikat.
德文,英文,Nachdem ich das Gerät geöffnet habe sah ich das die Dokumentation sehr dürftig ist.,After I opened the device I saw that the documentation is very poor.
英文,德文,Can I pay installments?,Kann ich Raten bezahlen?
德文,英文,Preisanreize,Price incentives
德文,中文 (繁體),vandalismus,人為破壞
英文,德文,self defense,Selbstverteidigung
英文,德文,destroy,zerstören
德文,英文,Versager,failure
德文,英文,unbeaufsichtigt,unattended
德文,英文,privateinlagen,private deposits
德文,英文,Verschleiß Arbeiten,Wear works
德文,英文,der richter,the judge
德文,英文,henker,hangman
德文,英文,ordnungsgemäße,proper
德文,英文,"vorzunehmen
vornehmen",to makemake
德文,英文,Vorgaben,Requirements
德文,英文,unterjährig,during the year
德文,英文,Rechnungswesen,accounting
英文,中文 (繁體),epic,史詩
英文,德文,This is not regarded as my sales revenue.,Dies gilt nicht als mein Umsatz.
德文,英文,Übrige,Rest
德文,英文,Vorliegen,be present
德文,英文,vertagt,postponed
英文,德文,Don't you feel cold?,Fühlst du dich nicht kalt?
德文,英文,Widersprüchen,contradictions
英文,德文,"either or
neither nor","entweder oder
weder noch"
德文,英文,Anstehende,upcoming
德文,英文,umschlossene,enclosed
德文,英文,Auskünfte,information
英文,德文,the temperature is too low,Die Temperatur ist zu niedrig
德文,英文,Ansatz,approach
英文,中文 (繁體),Retroactive,追溯的
德文,英文,Ihr Kreditantrag könnte nicht bewilligt werden,Your loan application could not be granted
德文,英文,Seid vorbereitet,Be prepared
德文,英文,beauftragter,representative
德文,英文,angehen,approach
中文 (簡體),德文,奇怪的,Seltsam
德文,英文,ewig,forever
英文,德文,The amount should be divided by 4.,Der Betrag sollte durch 4 geteilt werden.
英文,德文,the 1st half of 2019,das 1. Halbjahr 2019
英文,德文,theoretically,theoretisch
英文,西班牙文,"Please send your payment proof before 12:00, or we will cancel your order. I am sorry about that.","Por favor envíe su comprobante de pago antes de las 12:00, o tendremos que anular su pedido. Lo siento por eso."
英文,德文,Please send it with this message to the address:,Bitte senden Sie es mit dieser Nachricht an die folgende Adresse:
德文,英文,belehrung,instruction
西班牙文,英文,el comprobante,proof
英文,德文,"I follow your guideline but the problem still exists.  Besides, there is no power Led at all after connecting the power adapter.","Ich folge Ihrer Richtlinie, aber das Problem besteht immer noch. Außerdem ist nach dem Anschließen des Netzteils überhaupt keine Strom-LED vorhanden."
德文,英文,Erfahrungsgemäß,According to experience
英文,西班牙文,"OK.  We will handle it this week.

Regards,

Emilio
Winten GmbH","VALE. Lo manejaremos esta semana.Saludos,EmilioWinten GmbH"
英文,德文,We have informed the buyer last week that we would refund by this Friday.  Please give us the time to handle it.,"Wir haben den Käufer letzte Woche darüber informiert, dass wir die Kosten bis Freitag erstatten würden. Bitte geben Sie uns die Zeit, damit umzugehen."
英文,德文,kettle,Kessel
英文,德文,We have received your returned product and will refund to you on next Friday.  We thank you for your patience.,Wir haben Ihr zurückgesandtes Produkt erhalten und erstatten es Ihnen am nächsten Freitag zurück. Wir bedanken uns für Ihre Geduld.
英文,德文,It must be decided during the label creation process.,Dies muss während des Etikettenerstellungsprozesses entschieden werden.
英文,德文,"It cannot be charged either.  When I connect it with the power adapter, the power led does not light.","Es kann auch nicht aufgeladen werden. Wenn ich es mit dem Netzteil verbinde, leuchtet die Power-LED nicht."
英文,德文,Please help fix this problem asap.,"Bitte helfen Sie, dieses Problem so schnell wie möglich zu beheben."
英文,德文,The problem happened one week ago.,Das Problem ist vor einer Woche aufgetreten.
德文,英文,"Vortag
Vorträge",day beforeLectures
德文,英文,"Recherchieren
zerschiesse.","Do research
Shoot and destroy."
英文,德文,lucky you,Du Glückspilz
英文,德文,happiness,Glück
英文,德文,researcher,Forscher
德文,英文,beaufsichtigt,oversees
英文,德文,"I have just asked Amazon to correct your invoice.  As soon as I get their response, I will update you.","Ich habe gerade Amazon gebeten, Ihre Rechnung zu korrigieren. Sobald ich ihre Antwort bekomme, werde ich Sie auf den neuesten Stand bringen."
英文,德文,spot welding,Punktschweißen
英文,德文,no problem.  We will make it accordingly.,kein Problem. Wir werden es entsprechend machen.
德文,英文,aufgefordert,asked
德文,英文,kundenverhalten,customer behavior
英文,中文 (繁體),dicey,冒險的
德文,英文,Würde,Would
中文 (簡體),英文,抹布會發霉,The rag will be moldy
德文,中文 (繁體),entwerfen,設計
英文,德文,mower,Mäher
德文,中文 (繁體),lime,石灰
